workerid,proliferate.condition,condition,first_response_value,item,item_number,item_type,response,sentence,sentence_id,trial_sequence_total,wrong_attempts,error
5332,Experiment Group,filler_bad,,9002,,,0,The money was stolen the money.,9002,12,,
5332,Experiment Group,filler_bad,,9010,,,0.38,"Want to eat, James did the pie.",9010,13,,
5332,Experiment Group,null,,9,,,0.92,Ben respects the professors who we assume established the system long ago.,1092,14,,
5332,Experiment Group,that,,5,,,0.17,Janice likes the teachers who we claim that reviewed the manuscript quite early.,1051,15,,
5332,Experiment Group,filler_good,,8010,,,1,It seems to Dave that Gregory left deliberately. ,8010,16,,
5332,Experiment Group,filler_bad,,9006,,,0.01,What was that the movers would break feared by the family?,9006,17,,
5332,Experiment Group,that,,1,,,0.21,Julia knows the students who you believe that submitted the assignment on time.,1011,18,,
5332,Experiment Group,null,,7,,,0.79,Jake encounters the secretaries who we believe scheduled the meeting this morning.,1072,19,,
5332,Experiment Group,filler_good,,8009,,,0.99,It seems to Carla that Robert studied for the test effectively.,8009,20,,
5332,Experiment Group,filler_good,,8011,,,0.79,It seems to Nathan that Keith finished the work efficiently.,8011,21,,
5332,Experiment Group,that,,3,,,0.31,Sophia identifies the researchers who we assume that published the article last year.,1031,22,,
5332,Experiment Group,null,,6,,,0.64,Emily meets the colleagues who you suppose finalized the plan right away.,1062,23,,
5332,Experiment Group,filler_bad,,9005,,,0.05,Who was that the principal would fire expected by the reporters?,9005,24,,
5269,Experiment Group,,,,practice_good,practice_good,0.98,,,0,0,
5269,Experiment Group,,,,practice_bad,practice_bad,0,,,0,0,
5269,Experiment Group,filler_bad,,9004,,,0,The student was punished the student.,9004,1,,
5269,Experiment Group,filler_good,,8007,,,1,Valerie attempted to cancel her magazine subscription.,8007,2,,
5269,Experiment Group,that,,5,,,0.43,Janice likes the teachers who we claim that reviewed the manuscript quite early.,1051,3,,
5269,Experiment Group,null,,7,,,0.97,Jake encounters the secretaries who we believe scheduled the meeting this morning.,1072,4,,
5269,Experiment Group,that,,4,,,0.7,Kate calls the workers who you say that filed the complaint this week.,1041,5,,
5269,Experiment Group,filler_good,,8009,,,0.73,It seems to Carla that Robert studied for the test effectively.,8009,6,,
5269,Experiment Group,filler_bad,,9008,,,0.07,Who is that the jail must release accepted by few citizens?,9008,7,,
5269,Experiment Group,null,,12,,,0.77,Derek supports the directors who you suppose approved the proposal that evening.,1122,8,,
5269,Experiment Group,filler_good,,8005,,,1,Vivian attempted to write short stories.,8005,9,,
5269,Experiment Group,null,,8,,,0.89,Charles notices the experts who you think updated the software last month.,1082,10,,
5269,Experiment Group,filler_bad,,9011,,,0.03,"Refuse to write, Maria did the article.",9011,11,,
5269,Experiment Group,that,,10,,,0.87,Daniel remembers the agents who you say that archived the document pretty efficiently.,1101,12,,
5269,Experiment Group,filler_good,,8010,,,0.82,It seems to Dave that Gregory left deliberately. ,8010,13,,
5269,Experiment Group,filler_bad,,9001,,,0,John was kissed John.,9001,14,,
5269,Experiment Group,that,,11,,,0.39,Paul visits the technicians who we claim that processed the application earlier today.,1111,15,,
5269,Experiment Group,null,,1,,,0.78,Julia knows the students who you believe submitted the assignment on time.,1012,16,,
5269,Experiment Group,that,,6,,,0.45,Emily meets the colleagues who you suppose that finalized the plan right away.,1061,17,,
5269,Experiment Group,filler_good,,8006,,,1,Tommy attempted to take a picture.,8006,18,,
5269,Experiment Group,filler_bad,,9002,,,0,The money was stolen the money.,9002,19,,
5269,Experiment Group,null,,9,,,1,Ben respects the professors who we assume established the system long ago.,1092,20,,
5269,Experiment Group,filler_good,,8008,,,1,Joey attempted to escape through a window. ,8008,21,,
5269,Experiment Group,null,,3,,,0.94,Sophia identifies the researchers who we assume published the article last year.,1032,22,,
5269,Experiment Group,that,,2,,,0.13,Mary recognizes the employees who we think that completed the report very early.,1021,23,,
5269,Experiment Group,filler_bad,,9005,,,0.02,Who was that the principal would fire expected by the reporters?,9005,24,,
5246,Experiment Group,,,,practice_good,practice_good,0.99,,,0,0,
5246,Experiment Group,,0.94,,practice_bad,practice_bad,0,,,0,6,
5246,Experiment Group,that,,2,,,0,Mary recognizes the employees who we think that completed the report very early.,1021,1,,
5246,Experiment Group,filler_good,,8009,,,1,It seems to Carla that Robert studied for the test effectively.,8009,2,,
5246,Experiment Group,null,,7,,,0.84,Jake encounters the secretaries who we believe scheduled the meeting this morning.,1072,3,,
5246,Experiment Group,filler_bad,,9001,,,0,John was kissed John.,9001,4,,
5246,Experiment Group,null,,6,,,0,Emily meets the colleagues who you suppose finalized the plan right away.,1062,5,,
5246,Experiment Group,filler_bad,,9006,,,0,What was that the movers would break feared by the family?,9006,6,,
5246,Experiment Group,filler_good,,8001,,,1,Joshua hates eating sushi. ,8001,7,,
5246,Experiment Group,that,,9,,,0.8,Ben respects the professors who we assume that established the system long ago.,1091,8,,
5246,Experiment Group,filler_bad,,9012,,,0,"Tried to bury, Kimberly did the treasure chest.",9012,9,,
5246,Experiment Group,filler_good,,8004,,,1,Ali hates missing work. ,8004,10,,
5246,Experiment Group,that,,11,,,0,Paul visits the technicians who we claim that processed the application earlier today.,1111,11,,
5246,Experiment Group,null,,10,,,0.78,Daniel remembers the agents who you say archived the document pretty efficiently.,1102,12,,
5246,Experiment Group,that,,4,,,0,Kate calls the workers who you say that filed the complaint this week.,1041,13,,
5246,Experiment Group,filler_bad,,9004,,,0,The student was punished the student.,9004,14,,
5246,Experiment Group,filler_good,,8003,,,1,Lisa likes taking vacations.,8003,15,,
5246,Experiment Group,null,,5,,,0,Janice likes the teachers who we claim reviewed the manuscript quite early.,1052,16,,
5246,Experiment Group,filler_good,,8010,,,1,It seems to Dave that Gregory left deliberately. ,8010,17,,
5246,Experiment Group,that,,12,,,0,Derek supports the directors who you suppose that approved the proposal that evening.,1121,18,,
5246,Experiment Group,null,,3,,,0.82,Sophia identifies the researchers who we assume published the article last year.,1032,19,,
5246,Experiment Group,filler_bad,,9007,,,0,Who was that Martian kidnapped believed by no one?,9007,20,,
5246,Experiment Group,filler_bad,,9002,,,0,The money was stolen the money.,9002,21,,
5246,Experiment Group,that,,8,,,0,Charles notices the experts who you think that updated the software last month.,1081,22,,
5246,Experiment Group,null,,1,,,0.88,Julia knows the students who you believe submitted the assignment on time.,1012,23,,
5246,Experiment Group,filler_good,,8002,,,1,Barry likes drinking milkshakes. ,8002,24,,
5270,Experiment Group,,,,practice_good,practice_good,0.98,,,0,0,
5270,Experiment Group,,,,practice_bad,practice_bad,0.02,,,0,0,
5270,Experiment Group,that,,5,,,0.41,Janice likes the teachers who we claim that reviewed the manuscript quite early.,1051,1,,
5270,Experiment Group,filler_good,,8008,,,0.99,Joey attempted to escape through a window. ,8008,2,,
5270,Experiment Group,null,,11,,,0.42,Paul visits the technicians who we claim processed the application earlier today.,1112,3,,
5270,Experiment Group,filler_bad,,9008,,,0.01,Who is that the jail must release accepted by few citizens?,9008,4,,
5270,Experiment Group,filler_good,,8001,,,0.97,Joshua hates eating sushi. ,8001,5,,
5270,Experiment Group,null,,7,,,0.45,Jake encounters the secretaries who we believe scheduled the meeting this morning.,1072,6,,
5270,Experiment Group,filler_bad,,9010,,,0,"Want to eat, James did the pie.",9010,7,,
5270,Experiment Group,that,,9,,,0.67,Ben respects the professors who we assume that established the system long ago.,1091,8,,
5270,Experiment Group,filler_good,,8003,,,0.97,Lisa likes taking vacations.,8003,9,,
5270,Experiment Group,filler_bad,,9012,,,0.02,"Tried to bury, Kimberly did the treasure chest.",9012,10,,
5270,Experiment Group,null,,3,,,0.68,Sophia identifies the researchers who we assume published the article last year.,1032,11,,
5270,Experiment Group,that,,4,,,0.42,Kate calls the workers who you say that filed the complaint this week.,1041,12,,
5270,Experiment Group,that,,8,,,0.43,Charles notices the experts who you think that updated the software last month.,1081,13,,
5270,Experiment Group,null,,10,,,0.49,Daniel remembers the agents who you say archived the document pretty efficiently.,1102,14,,
5270,Experiment Group,filler_bad,,9011,,,0.02,"Refuse to write, Maria did the article.",9011,15,,
5270,Experiment Group,filler_good,,8002,,,0.99,Barry likes drinking milkshakes. ,8002,16,,
5270,Experiment Group,filler_bad,,9002,,,0.01,The money was stolen the money.,9002,17,,
5270,Experiment Group,null,,2,,,0.69,Mary recognizes the employees who we think completed the report very early.,1022,18,,
5270,Experiment Group,filler_good,,8004,,,0.99,Ali hates missing work. ,8004,19,,
5270,Experiment Group,that,,12,,,0.29,Derek supports the directors who you suppose that approved the proposal that evening.,1121,20,,
5270,Experiment Group,null,,1,,,0.64,Julia knows the students who you believe submitted the assignment on time.,1012,21,,
5270,Experiment Group,filler_bad,,9001,,,0.03,John was kissed John.,9001,22,,
5270,Experiment Group,that,,6,,,0.34,Emily meets the colleagues who you suppose that finalized the plan right away.,1061,23,,
5270,Experiment Group,filler_good,,8006,,,0.98,Tommy attempted to take a picture.,8006,24,,
5252,Experiment Group,,,,practice_good,practice_good,0.97,,,0,0,
5252,Experiment Group,,,,practice_bad,practice_bad,0.06,,,0,0,
5252,Experiment Group,that,,1,,,0.73,Julia knows the students who you believe that submitted the assignment on time.,1011,1,,
5252,Experiment Group,null,,2,,,0.81,Mary recognizes the employees who we think completed the report very early.,1022,2,,
5252,Experiment Group,filler_bad,,9004,,,0.07,The student was punished the student.,9004,3,,
5252,Experiment Group,filler_good,,8001,,,0.95,Joshua hates eating sushi. ,8001,4,,
5252,Experiment Group,filler_bad,,9006,,,0.07,What was that the movers would break feared by the family?,9006,5,,
5252,Experiment Group,null,,12,,,0.94,Derek supports the directors who you suppose approved the proposal that evening.,1122,6,,
5252,Experiment Group,that,,10,,,0.03,Daniel remembers the agents who you say that archived the document pretty efficiently.,1101,7,,
5252,Experiment Group,filler_good,,8003,,,0.98,Lisa likes taking vacations.,8003,8,,
5252,Experiment Group,filler_bad,,9012,,,0.02,"Tried to bury, Kimberly did the treasure chest.",9012,9,,
5252,Experiment Group,null,,5,,,0.93,Janice likes the teachers who we claim reviewed the manuscript quite early.,1052,10,,
5252,Experiment Group,that,,11,,,0.58,Paul visits the technicians who we claim that processed the application earlier today.,1111,11,,
5252,Experiment Group,filler_good,,8005,,,0.94,Vivian attempted to write short stories.,8005,12,,
5252,Experiment Group,null,,4,,,0.68,Kate calls the workers who you say filed the complaint this week.,1042,13,,
5252,Experiment Group,that,,7,,,0.04,Jake encounters the secretaries who we believe that scheduled the meeting this morning.,1071,14,,
5252,Experiment Group,filler_good,,8011,,,1,It seems to Nathan that Keith finished the work efficiently.,8011,15,,
5252,Experiment Group,filler_bad,,9008,,,0.26,Who is that the jail must release accepted by few citizens?,9008,16,,
5252,Experiment Group,that,,3,,,0.2,Sophia identifies the researchers who we assume that published the article last year.,1031,17,,
5252,Experiment Group,filler_good,,8008,,,1,Joey attempted to escape through a window. ,8008,18,,
5252,Experiment Group,null,,8,,,0.86,Charles notices the experts who you think updated the software last month.,1082,19,,
5252,Experiment Group,filler_bad,,9007,,,0.03,Who was that Martian kidnapped believed by no one?,9007,20,,
5252,Experiment Group,filler_bad,,9005,,,0.02,Who was that the principal would fire expected by the reporters?,9005,21,,
5252,Experiment Group,that,,9,,,0.06,Ben respects the professors who we assume that established the system long ago.,1091,22,,
5252,Experiment Group,null,,6,,,0.96,Emily meets the colleagues who you suppose finalized the plan right away.,1062,23,,
5252,Experiment Group,filler_good,,8009,,,0.95,It seems to Carla that Robert studied for the test effectively.,8009,24,,
5322,Experiment Group,,,,practice_good,practice_good,1,,,0,0,
5322,Experiment Group,,,,practice_bad,practice_bad,0,,,0,0,
5322,Experiment Group,null,,3,,,0.78,Sophia identifies the researchers who we assume published the article last year.,1032,1,,
5322,Experiment Group,filler_good,,8001,,,1,Joshua hates eating sushi. ,8001,2,,
5322,Experiment Group,filler_bad,,9002,,,0.15,The money was stolen the money.,9002,3,,
5322,Experiment Group,that,,2,,,0.63,Mary recognizes the employees who we think that completed the report very early.,1021,4,,
5322,Experiment Group,filler_bad,,9001,,,0,John was kissed John.,9001,5,,
5322,Experiment Group,null,,11,,,0.77,Paul visits the technicians who we claim processed the application earlier today.,1112,6,,
5322,Experiment Group,filler_good,,8009,,,1,It seems to Carla that Robert studied for the test effectively.,8009,7,,
5322,Experiment Group,that,,5,,,0.57,Janice likes the teachers who we claim that reviewed the manuscript quite early.,1051,8,,
5322,Experiment Group,that,,6,,,0.57,Emily meets the colleagues who you suppose that finalized the plan right away.,1061,9,,
5322,Experiment Group,null,,8,,,0.89,Charles notices the experts who you think updated the software last month.,1082,10,,
5322,Experiment Group,filler_good,,8002,,,1,Barry likes drinking milkshakes. ,8002,11,,
5322,Experiment Group,filler_bad,,9011,,,0,"Refuse to write, Maria did the article.",9011,12,,
5322,Experiment Group,null,,10,,,0.89,Daniel remembers the agents who you say archived the document pretty efficiently.,1102,13,,
5322,Experiment Group,filler_good,,8012,,,1,It seems to Mike that Martha helped the student generously. ,8012,14,,
5322,Experiment Group,that,,9,,,0.78,Ben respects the professors who we assume that established the system long ago.,1091,15,,
5322,Experiment Group,filler_bad,,9006,,,0,What was that the movers would break feared by the family?,9006,16,,
5322,Experiment Group,that,,1,,,0.68,Julia knows the students who you believe that submitted the assignment on time.,1011,17,,
5322,Experiment Group,filler_good,,8010,,,1,It seems to Dave that Gregory left deliberately. ,8010,18,,
5322,Experiment Group,null,,7,,,0.98,Jake encounters the secretaries who we believe scheduled the meeting this morning.,1072,19,,
5322,Experiment Group,filler_bad,,9003,,,0,The hedges were trimmed the hedges.,9003,20,,
5322,Experiment Group,filler_bad,,9007,,,0.24,Who was that Martian kidnapped believed by no one?,9007,21,,
5322,Experiment Group,null,,12,,,0.98,Derek supports the directors who you suppose approved the proposal that evening.,1122,22,,
5322,Experiment Group,filler_good,,8011,,,1,It seems to Nathan that Keith finished the work efficiently.,8011,23,,
5322,Experiment Group,that,,4,,,0.68,Kate calls the workers who you say that filed the complaint this week.,1041,24,,
5210,Experiment Group,,,,practice_good,practice_good,0.96,,,0,0,
5210,Experiment Group,,,,practice_bad,practice_bad,0.01,,,0,0,
5210,Experiment Group,that,,3,,,0.14,Sophia identifies the researchers who we assume that published the article last year.,1031,1,,
5210,Experiment Group,filler_good,,8002,,,0.98,Barry likes drinking milkshakes. ,8002,2,,
5210,Experiment Group,null,,2,,,0.55,Mary recognizes the employees who we think completed the report very early.,1022,3,,
5210,Experiment Group,filler_bad,,9004,,,0,The student was punished the student.,9004,4,,
5210,Experiment Group,filler_bad,,9012,,,0,"Tried to bury, Kimberly did the treasure chest.",9012,5,,
5210,Experiment Group,filler_good,,8005,,,0.98,Vivian attempted to write short stories.,8005,6,,
5210,Experiment Group,null,,10,,,0.62,Daniel remembers the agents who you say archived the document pretty efficiently.,1102,7,,
5210,Experiment Group,that,,8,,,0.43,Charles notices the experts who you think that updated the software last month.,1081,8,,
5210,Experiment Group,filler_bad,,9006,,,0.02,What was that the movers would break feared by the family?,9006,9,,
5210,Experiment Group,null,,11,,,0.34,Paul visits the technicians who we claim processed the application earlier today.,1112,10,,
5210,Experiment Group,filler_good,,8001,,,0.99,Joshua hates eating sushi. ,8001,11,,
5210,Experiment Group,that,,7,,,0.4,Jake encounters the secretaries who we believe that scheduled the meeting this morning.,1071,12,,
5210,Experiment Group,filler_good,,8010,,,0.65,It seems to Dave that Gregory left deliberately. ,8010,13,,
5210,Experiment Group,null,,4,,,0.55,Kate calls the workers who you say filed the complaint this week.,1042,14,,
5210,Experiment Group,filler_bad,,9002,,,0.09,The money was stolen the money.,9002,15,,
5210,Experiment Group,that,,9,,,0.15,Ben respects the professors who we assume that established the system long ago.,1091,16,,
5210,Experiment Group,null,,5,,,0.19,Janice likes the teachers who we claim reviewed the manuscript quite early.,1052,17,,
5210,Experiment Group,filler_good,,8008,,,0.97,Joey attempted to escape through a window. ,8008,18,,
5210,Experiment Group,that,,12,,,0.01,Derek supports the directors who you suppose that approved the proposal that evening.,1121,19,,
5210,Experiment Group,filler_bad,,9001,,,0.06,John was kissed John.,9001,20,,
5210,Experiment Group,null,,1,,,0.72,Julia knows the students who you believe submitted the assignment on time.,1012,21,,
5210,Experiment Group,filler_bad,,9009,,,0.09,"Promise to wash, Neal did the car.",9009,22,,
5210,Experiment Group,filler_good,,8009,,,0.86,It seems to Carla that Robert studied for the test effectively.,8009,23,,
5210,Experiment Group,that,,6,,,0.39,Emily meets the colleagues who you suppose that finalized the plan right away.,1061,24,,
5211,Experiment Group,,,,practice_good,practice_good,0.98,,,0,0,
5211,Experiment Group,,,,practice_bad,practice_bad,0,,,0,0,
5211,Experiment Group,that,,8,,,0.93,Charles notices the experts who you think that updated the software last month.,1081,1,,
5211,Experiment Group,filler_bad,,9010,,,0.87,"Want to eat, James did the pie.",9010,2,,
5211,Experiment Group,null,,10,,,0.98,Daniel remembers the agents who you say archived the document pretty efficiently.,1102,3,,
5211,Experiment Group,filler_good,,8006,,,0.99,Tommy attempted to take a picture.,8006,4,,
5211,Experiment Group,null,,4,,,0.8,Kate calls the workers who you say filed the complaint this week.,1042,5,,
5211,Experiment Group,filler_bad,,9006,,,0.01,What was that the movers would break feared by the family?,9006,6,,
5211,Experiment Group,filler_good,,8012,,,0.98,It seems to Mike that Martha helped the student generously. ,8012,7,,
5211,Experiment Group,that,,11,,,0.41,Paul visits the technicians who we claim that processed the application earlier today.,1111,8,,
5211,Experiment Group,filler_good,,8001,,,0.99,Joshua hates eating sushi. ,8001,9,,
5211,Experiment Group,null,,3,,,0.99,Sophia identifies the researchers who we assume published the article last year.,1032,10,,
5211,Experiment Group,filler_bad,,9011,,,0.25,"Refuse to write, Maria did the article.",9011,11,,
5211,Experiment Group,that,,1,,,0.34,Julia knows the students who you believe that submitted the assignment on time.,1011,12,,
5211,Experiment Group,that,,6,,,0.05,Emily meets the colleagues who you suppose that finalized the plan right away.,1061,13,,
5211,Experiment Group,filler_good,,8008,,,0.99,Joey attempted to escape through a window. ,8008,14,,
5211,Experiment Group,null,,12,,,0.98,Derek supports the directors who you suppose approved the proposal that evening.,1122,15,,
5211,Experiment Group,filler_bad,,9007,,,0.01,Who was that Martian kidnapped believed by no one?,9007,16,,
5211,Experiment Group,filler_bad,,9004,,,0.02,The student was punished the student.,9004,17,,
5211,Experiment Group,null,,7,,,1,Jake encounters the secretaries who we believe scheduled the meeting this morning.,1072,18,,
5211,Experiment Group,that,,2,,,0.45,Mary recognizes the employees who we think that completed the report very early.,1021,19,,
5211,Experiment Group,filler_good,,8003,,,0.98,Lisa likes taking vacations.,8003,20,,
5211,Experiment Group,that,,9,,,0.57,Ben respects the professors who we assume that established the system long ago.,1091,21,,
5211,Experiment Group,null,,5,,,0.98,Janice likes the teachers who we claim reviewed the manuscript quite early.,1052,22,,
5211,Experiment Group,filler_bad,,9009,,,0.01,"Promise to wash, Neal did the car.",9009,23,,
5211,Experiment Group,filler_good,,8004,,,0.98,Ali hates missing work. ,8004,24,,
5326,Experiment Group,,,,practice_good,practice_good,0.69,,,0,0,
5326,Experiment Group,,0.85,,practice_bad,practice_bad,0.17,,,0,2,
5326,Experiment Group,filler_bad,,9004,,,0.3,The student was punished the student.,9004,1,,
5326,Experiment Group,filler_good,,8009,,,0.78,It seems to Carla that Robert studied for the test effectively.,8009,2,,
5326,Experiment Group,null,,5,,,0.69,Janice likes the teachers who we claim reviewed the manuscript quite early.,1052,3,,
5326,Experiment Group,that,,7,,,0.39,Jake encounters the secretaries who we believe that scheduled the meeting this morning.,1071,4,,
5326,Experiment Group,filler_bad,,9011,,,0.49,"Refuse to write, Maria did the article.",9011,5,,
5326,Experiment Group,filler_good,,8006,,,1,Tommy attempted to take a picture.,8006,6,,
5326,Experiment Group,that,,4,,,0.39,Kate calls the workers who you say that filed the complaint this week.,1041,7,,
5326,Experiment Group,null,,1,,,0.83,Julia knows the students who you believe submitted the assignment on time.,1012,8,,
5326,Experiment Group,filler_good,,8004,,,0.97,Ali hates missing work. ,8004,9,,
5326,Experiment Group,filler_bad,,9007,,,0.26,Who was that Martian kidnapped believed by no one?,9007,10,,
5326,Experiment Group,null,,6,,,0.52,Emily meets the colleagues who you suppose finalized the plan right away.,1062,11,,
5326,Experiment Group,that,,12,,,0.25,Derek supports the directors who you suppose that approved the proposal that evening.,1121,12,,
5326,Experiment Group,null,,10,,,0.81,Daniel remembers the agents who you say archived the document pretty efficiently.,1102,13,,
5326,Experiment Group,filler_bad,,9012,,,0.47,"Tried to bury, Kimberly did the treasure chest.",9012,14,,
5326,Experiment Group,filler_good,,8002,,,0.96,Barry likes drinking milkshakes. ,8002,15,,
5326,Experiment Group,that,,3,,,0.23,Sophia identifies the researchers who we assume that published the article last year.,1031,16,,
5326,Experiment Group,filler_good,,8011,,,0.97,It seems to Nathan that Keith finished the work efficiently.,8011,17,,
5326,Experiment Group,that,,8,,,0.28,Charles notices the experts who you think that updated the software last month.,1081,18,,
5326,Experiment Group,filler_bad,,9008,,,0.06,Who is that the jail must release accepted by few citizens?,9008,19,,
5326,Experiment Group,null,,9,,,0.73,Ben respects the professors who we assume established the system long ago.,1092,20,,
5326,Experiment Group,null,,11,,,0.78,Paul visits the technicians who we claim processed the application earlier today.,1112,21,,
5326,Experiment Group,filler_bad,,9001,,,0.57,John was kissed John.,9001,22,,
5326,Experiment Group,that,,2,,,0.69,Mary recognizes the employees who we think that completed the report very early.,1021,23,,
5326,Experiment Group,filler_good,,8008,,,0.94,Joey attempted to escape through a window. ,8008,24,,
5209,Experiment Group,,,,practice_good,practice_good,1,,,0,0,
5209,Experiment Group,,,,practice_bad,practice_bad,0,,,0,0,
5209,Experiment Group,that,,12,,,0.33,Derek supports the directors who you suppose that approved the proposal that evening.,1121,1,,
5209,Experiment Group,null,,10,,,0.31,Daniel remembers the agents who you say archived the document pretty efficiently.,1102,2,,
5209,Experiment Group,filler_bad,,9009,,,0.78,"Promise to wash, Neal did the car.",9009,3,,
5209,Experiment Group,filler_good,,8007,,,1,Valerie attempted to cancel her magazine subscription.,8007,4,,
5209,Experiment Group,filler_good,,8009,,,1,It seems to Carla that Robert studied for the test effectively.,8009,5,,
5209,Experiment Group,filler_bad,,9008,,,0.36,Who is that the jail must release accepted by few citizens?,9008,6,,
5209,Experiment Group,null,,9,,,0.66,Ben respects the professors who we assume established the system long ago.,1092,7,,
5209,Experiment Group,that,,8,,,0.88,Charles notices the experts who you think that updated the software last month.,1081,8,,
5209,Experiment Group,null,,4,,,0.79,Kate calls the workers who you say filed the complaint this week.,1042,9,,
5209,Experiment Group,filler_bad,,9001,,,0.67,John was kissed John.,9001,10,,
5209,Experiment Group,that,,2,,,0.78,Mary recognizes the employees who we think that completed the report very early.,1021,11,,
5209,Experiment Group,filler_good,,8004,,,1,Ali hates missing work. ,8004,12,,
5209,Experiment Group,that,,3,,,0.38,Sophia identifies the researchers who we assume that published the article last year.,1031,13,,
5209,Experiment Group,filler_bad,,9012,,,0.35,"Tried to bury, Kimberly did the treasure chest.",9012,14,,
5209,Experiment Group,filler_good,,8005,,,1,Vivian attempted to write short stories.,8005,15,,
5209,Experiment Group,null,,1,,,1,Julia knows the students who you believe submitted the assignment on time.,1012,16,,
5209,Experiment Group,that,,7,,,0.74,Jake encounters the secretaries who we believe that scheduled the meeting this morning.,1071,17,,
5209,Experiment Group,filler_good,,8008,,,1,Joey attempted to escape through a window. ,8008,18,,
5209,Experiment Group,filler_bad,,9002,,,0.71,The money was stolen the money.,9002,19,,
5209,Experiment Group,null,,5,,,0.8,Janice likes the teachers who we claim reviewed the manuscript quite early.,1052,20,,
5209,Experiment Group,that,,6,,,0.89,Emily meets the colleagues who you suppose that finalized the plan right away.,1061,21,,
5209,Experiment Group,filler_good,,8002,,,1,Barry likes drinking milkshakes. ,8002,22,,
5209,Experiment Group,filler_bad,,9004,,,0.74,The student was punished the student.,9004,23,,
5209,Experiment Group,null,,11,,,0.39,Paul visits the technicians who we claim processed the application earlier today.,1112,24,,
5279,Experiment Group,,,,practice_good,practice_good,1,,,0,0,
5279,Experiment Group,,,,practice_bad,practice_bad,0.01,,,0,0,
5279,Experiment Group,filler_good,,8002,,,0.99,Barry likes drinking milkshakes. ,8002,1,,
5279,Experiment Group,null,,1,,,0.82,Julia knows the students who you believe submitted the assignment on time.,1012,2,,
5279,Experiment Group,filler_bad,,9010,,,0,"Want to eat, James did the pie.",9010,3,,
5279,Experiment Group,that,,6,,,0.21,Emily meets the colleagues who you suppose that finalized the plan right away.,1061,4,,
5279,Experiment Group,that,,5,,,0.01,Janice likes the teachers who we claim that reviewed the manuscript quite early.,1051,5,,
5279,Experiment Group,filler_good,,8008,,,0.99,Joey attempted to escape through a window. ,8008,6,,
5279,Experiment Group,filler_bad,,9012,,,0.02,"Tried to bury, Kimberly did the treasure chest.",9012,7,,
5279,Experiment Group,null,,9,,,0.91,Ben respects the professors who we assume established the system long ago.,1092,8,,
5279,Experiment Group,that,,10,,,0.22,Daniel remembers the agents who you say that archived the document pretty efficiently.,1101,9,,
5279,Experiment Group,null,,2,,,0.87,Mary recognizes the employees who we think completed the report very early.,1022,10,,
5279,Experiment Group,filler_good,,8006,,,0.98,Tommy attempted to take a picture.,8006,11,,
5279,Experiment Group,filler_bad,,9002,,,0.02,The money was stolen the money.,9002,12,,
5279,Experiment Group,that,,11,,,0.11,Paul visits the technicians who we claim that processed the application earlier today.,1111,13,,
5279,Experiment Group,filler_bad,,9007,,,0.01,Who was that Martian kidnapped believed by no one?,9007,14,,
5279,Experiment Group,filler_good,,8005,,,0.99,Vivian attempted to write short stories.,8005,15,,
5279,Experiment Group,null,,4,,,0.86,Kate calls the workers who you say filed the complaint this week.,1042,16,,
5279,Experiment Group,filler_good,,8010,,,0.83,It seems to Dave that Gregory left deliberately. ,8010,17,,
5279,Experiment Group,filler_bad,,9006,,,0.02,What was that the movers would break feared by the family?,9006,18,,
5279,Experiment Group,that,,12,,,0.22,Derek supports the directors who you suppose that approved the proposal that evening.,1121,19,,
5279,Experiment Group,null,,8,,,0.37,Charles notices the experts who you think updated the software last month.,1082,20,,
5279,Experiment Group,filler_good,,8011,,,0.91,It seems to Nathan that Keith finished the work efficiently.,8011,21,,
5279,Experiment Group,that,,3,,,0.14,Sophia identifies the researchers who we assume that published the article last year.,1031,22,,
5279,Experiment Group,null,,7,,,0.21,Jake encounters the secretaries who we believe scheduled the meeting this morning.,1072,23,,
5279,Experiment Group,filler_bad,,9011,,,0,"Refuse to write, Maria did the article.",9011,24,,
5335,Experiment Group,,,,practice_good,practice_good,0.74,,,0,0,
5335,Experiment Group,,,,practice_bad,practice_bad,0.27,,,0,0,
5335,Experiment Group,that,,1,,,0.48,Julia knows the students who you believe that submitted the assignment on time.,1011,1,,
5335,Experiment Group,filler_good,,8004,,,0.84,Ali hates missing work. ,8004,2,,
5335,Experiment Group,null,,7,,,0.67,Jake encounters the secretaries who we believe scheduled the meeting this morning.,1072,3,,
5335,Experiment Group,filler_bad,,9012,,,0,"Tried to bury, Kimberly did the treasure chest.",9012,4,,
5335,Experiment Group,that,,12,,,0.3,Derek supports the directors who you suppose that approved the proposal that evening.,1121,5,,
5335,Experiment Group,null,,10,,,0.61,Daniel remembers the agents who you say archived the document pretty efficiently.,1102,6,,
5335,Experiment Group,filler_good,,8010,,,0.48,It seems to Dave that Gregory left deliberately. ,8010,7,,
5335,Experiment Group,filler_bad,,9007,,,0,Who was that Martian kidnapped believed by no one?,9007,8,,
5335,Experiment Group,filler_good,,8008,,,0.81,Joey attempted to escape through a window. ,8008,9,,
5335,Experiment Group,null,,6,,,0.49,Emily meets the colleagues who you suppose finalized the plan right away.,1062,10,,
5335,Experiment Group,that,,4,,,0.62,Kate calls the workers who you say that filed the complaint this week.,1041,11,,
5335,Experiment Group,filler_bad,,9002,,,0,The money was stolen the money.,9002,12,,
5335,Experiment Group,filler_good,,8012,,,0.57,It seems to Mike that Martha helped the student generously. ,8012,13,,
