workerid,proliferate.condition,first_response_value,item,item_number,item_type,response,sentence,sentence_id,trial_sequence_total,wrong_attempts,error
5447,Experiment Group,,6,,,0.28,Emily meets the colleagues who you suppose that finalized the plan right away.,1061,2,,
5447,Experiment Group,,8,,,0.76,Charles uninstalled the software which you think the experts updated last month.,1084,3,,
5447,Experiment Group,,4,,,0.7,Kate documented the complaint which you said that the workers filed this week.,1043,4,,
5447,Experiment Group,,8002,,,0.99,Barry likes drinking milkshakes. ,8002,5,,
5447,Experiment Group,,8007,,,0.93,It seems to Carla that Robert studied for the test effectively.,8007,6,,
5447,Experiment Group,,9004,,,0,The visitors the paintings admires  in the museum yesterday.,9004,7,,
5447,Experiment Group,,8006,,,1,Tommy attempted to take a picture.,8006,8,,
5447,Experiment Group,,9002,,,0,The money was stolen the money.,9002,9,,
5447,Experiment Group,,9008,,,0,"Want to eat, James did the pie.",9008,10,,
5447,Experiment Group,,3,,,0.83,Sophia identifies the researchers who we assume that published the article last year.,1031,11,,
5447,Experiment Group,,9001,,,0,John was kissed John.,9001,12,,
5447,Experiment Group,,8001,,,1,Joshua hates eating sushi. ,8001,13,,
5447,Experiment Group,,9,,,0.71,Ben respects the professors who we assume that established the system long ago.,1091,14,,
5447,Experiment Group,,8005,,,1,Vivian attempted to write short stories.,8005,15,,
5447,Experiment Group,,15,,,0.64,Natalie invites the guests who we suppose that delivered the packages this afternoon.,1151,16,,
5447,Experiment Group,,8008,,,1,It seems to Dave that Gregory left deliberately. ,8008,17,,
5447,Experiment Group,,9003,,,0,Matthew the problem solved after thinking about it careful.,9003,18,,
5447,Experiment Group,,9006,,,0,What was that the movers would break feared by the family?,9006,19,,
5447,Experiment Group,,14,,,0.65,Kevin thanked the assistants who you think that prepared the presentation yesterday.,1141,20,,
5447,Experiment Group,,8004,,,1,Anna borrowed a book from the library yesterday afternoon.,8004,21,,
5447,Experiment Group,,2,,,0.8,Mary recognizes the employees who we think that completed the report very early.,1021,22,,
5447,Experiment Group,,9005,,,0.2,Who was that the principal would fire expected by the reporters?,9005,23,,
5447,Experiment Group,,13,,,0.84,Laura greets the neighbors who we believe that organized the festival last weekend.,1131,24,,
5447,Experiment Group,,8003,,,1,The manager reviewed the report before the meeting started.,8003,25,,
5447,Experiment Group,,5,,,0.86,Janice likes the teachers who we claim that reviewed the manuscript quite early.,1051,26,,
5447,Experiment Group,,9007,,,0,"Promise to wash, Neal did the car.",9007,27,,
5447,Experiment Group,,1,,,0.85,Julia knows the students who you believe that submitted the assignment on time.,1011,28,,
5447,Experiment Group,,7,,,0.93,Jake cancelled the meeting which we believe the secretaries scheduled this morning.,1074,29,,
5447,Experiment Group,,12,,,0.75,Derek supports the directors who you supposed that approved the proposal that evening.,1121,30,,
5447,Experiment Group,,10,,,0.78,Daniel remembers the agents who you said archived the document pretty efficiently.,1102,31,,
5447,Experiment Group,,16,,,0.29,Oliver examined the prototype which you assume that the candidates designed last spring.,1163,32,,
5442,Experiment Group,,,practice_good,practice_good,0.82,,,0,0,
5442,Experiment Group,,,practice_bad,practice_bad,0,,,0,0,
5442,Experiment Group,,9,,,0.86,Ben trusts the system which we assume that the professors established long ago.,1093,1,,
5442,Experiment Group,,1,,,0.16,Julia graded the assignment which you believe the students submitted on time.,1014,2,,
5442,Experiment Group,,5,,,0.04,Janice likes the teachers who we claim that reviewed the manuscript quite early.,1051,3,,
5442,Experiment Group,,2,,,0.97,Mary recognizes the employees who we think completed the report very early.,1022,4,,
5442,Experiment Group,,10,,,0.93,Daniel remembers the agents who you said that archived the document pretty efficiently.,1101,5,,
5442,Experiment Group,,8003,,,0.98,The manager reviewed the report before the meeting started.,8003,6,,
5442,Experiment Group,,6,,,0.08,Emily meets the colleagues who you suppose that finalized the plan right away.,1061,7,,
5442,Experiment Group,,9002,,,0.03,The money was stolen the money.,9002,8,,
5442,Experiment Group,,9001,,,0.05,John was kissed John.,9001,9,,
5442,Experiment Group,,9003,,,0.03,Matthew the problem solved after thinking about it careful.,9003,10,,
5442,Experiment Group,,8002,,,0.97,Barry likes drinking milkshakes. ,8002,11,,
5442,Experiment Group,,11,,,0.91,Paul visits the technicians who we claim that processed the application earlier today.,1111,12,,
5442,Experiment Group,,9006,,,0.04,What was that the movers would break feared by the family?,9006,13,,
5442,Experiment Group,,9008,,,0.02,"Want to eat, James did the pie.",9008,14,,
5442,Experiment Group,,9004,,,0.03,The visitors the paintings admires  in the museum yesterday.,9004,15,,
5442,Experiment Group,,8005,,,0.98,Vivian attempted to write short stories.,8005,16,,
5442,Experiment Group,,12,,,0.04,Derek supports the directors who you supposed that approved the proposal that evening.,1121,17,,
5442,Experiment Group,,8001,,,0.96,Joshua hates eating sushi. ,8001,18,,
5442,Experiment Group,,8,,,0.02,Charles notices the experts who you think that updated the software last month.,1081,19,,
5442,Experiment Group,,8007,,,1,It seems to Carla that Robert studied for the test effectively.,8007,20,,
5442,Experiment Group,,8004,,,0.97,Anna borrowed a book from the library yesterday afternoon.,8004,21,,
5442,Experiment Group,,3,,,0.13,Sophia identifies the researchers who we assume that published the article last year.,1031,22,,
5442,Experiment Group,,8008,,,0.88,It seems to Dave that Gregory left deliberately. ,8008,23,,
5442,Experiment Group,,16,,,0.03,Oliver interviewed the candidates who you assume that designed the prototype last spring.,1161,24,,
5442,Experiment Group,,9007,,,0.03,"Promise to wash, Neal did the car.",9007,25,,
5442,Experiment Group,,7,,,0.22,Jake encounters the secretaries who we believe that scheduled the meeting this morning.,1071,26,,
5442,Experiment Group,,8006,,,0.94,Tommy attempted to take a picture.,8006,27,,
5442,Experiment Group,,9005,,,0.07,Who was that the principal would fire expected by the reporters?,9005,28,,
5442,Experiment Group,,14,,,0.05,Kevin thanked the assistants who you think that prepared the presentation yesterday.,1141,29,,
5442,Experiment Group,,13,,,0.91,Laura attended the festival which we believe the neighbors organized last weekend.,1134,30,,
5442,Experiment Group,,4,,,0.97,Kate called the workers who you said filed the complaint this week.,1042,31,,
5442,Experiment Group,,15,,,0.1,Natalie received the packages which we suppose that the guests delivered this afternoon.,1153,32,,
5452,Experiment Group,,,practice_good,practice_good,0.91,,,0,0,
5452,Experiment Group,,,practice_bad,practice_bad,0.04,,,0,0,
5452,Experiment Group,,15,,,0.61,Natalie received the packages which we suppose the guests delivered this afternoon.,1154,1,,
5452,Experiment Group,,1,,,0.05,Julia knows the students who you believe that submitted the assignment on time.,1011,2,,
5452,Experiment Group,,6,,,0.58,Emily meets the colleagues who you suppose finalized the plan right away.,1062,3,,
5452,Experiment Group,,12,,,0.4,Derek drafted the proposal which you supposed that the directors approved that evening.,1123,4,,
5452,Experiment Group,,3,,,0.28,Sophia identifies the researchers who we assume that published the article last year.,1031,5,,
5452,Experiment Group,,9005,,,0.2,Who was that the principal would fire expected by the reporters?,9005,6,,
5452,Experiment Group,,11,,,0.27,Paul visits the technicians who we claim that processed the application earlier today.,1111,7,,
5452,Experiment Group,,8005,,,0.95,Vivian attempted to write short stories.,8005,8,,
5452,Experiment Group,,16,,,0.27,Oliver interviewed the candidates who you assume that designed the prototype last spring.,1161,9,,
5452,Experiment Group,,8003,,,0.91,The manager reviewed the report before the meeting started.,8003,10,,
5452,Experiment Group,,9001,,,0.06,John was kissed John.,9001,11,,
5452,Experiment Group,,10,,,0.32,Daniel remembers the agents who you said that archived the document pretty efficiently.,1101,12,,
5452,Experiment Group,,8004,,,0.97,Anna borrowed a book from the library yesterday afternoon.,8004,13,,
5452,Experiment Group,,8008,,,0.83,It seems to Dave that Gregory left deliberately. ,8008,14,,
5452,Experiment Group,,14,,,0.31,Kevin thanked the assistants who you think that prepared the presentation yesterday.,1141,15,,
5452,Experiment Group,,8001,,,0.97,Joshua hates eating sushi. ,8001,16,,
5452,Experiment Group,,8,,,0.3,Charles notices the experts who you think that updated the software last month.,1081,17,,
5452,Experiment Group,,8002,,,0.97,Barry likes drinking milkshakes. ,8002,18,,
5452,Experiment Group,,9006,,,0.24,What was that the movers would break feared by the family?,9006,19,,
5452,Experiment Group,,5,,,0.42,Janice likes the teachers who we claim that reviewed the manuscript quite early.,1051,20,,
5452,Experiment Group,,8007,,,0.93,It seems to Carla that Robert studied for the test effectively.,8007,21,,
5452,Experiment Group,,9008,,,0.05,"Want to eat, James did the pie.",9008,22,,
5452,Experiment Group,,9004,,,0.08,The visitors the paintings admires  in the museum yesterday.,9004,23,,
5452,Experiment Group,,9003,,,0.06,Matthew the problem solved after thinking about it careful.,9003,24,,
5452,Experiment Group,,8006,,,0.98,Tommy attempted to take a picture.,8006,25,,
5452,Experiment Group,,9002,,,0.09,The money was stolen the money.,9002,26,,
5452,Experiment Group,,9,,,0.29,Ben respects the professors who we assume that established the system long ago.,1091,27,,
5452,Experiment Group,,9007,,,0.1,"Promise to wash, Neal did the car.",9007,28,,
5452,Experiment Group,,7,,,0.65,Jake encounters the secretaries who we believe scheduled the meeting this morning.,1072,29,,
5452,Experiment Group,,13,,,0.33,Laura greets the neighbors who we believe that organized the festival last weekend.,1131,30,,
5452,Experiment Group,,4,,,0.76,Kate documented the complaint which you said that the workers filed this week.,1043,31,,
5452,Experiment Group,,2,,,0.65,Mary read the report which we think the employees completed very early. ,1024,32,,
5398,Experiment Group,,,practice_good,practice_good,0.97,,,0,0,
5398,Experiment Group,,,practice_bad,practice_bad,0.03,,,0,0,
5398,Experiment Group,,15,,,0.9,Natalie received the packages which we suppose the guests delivered this afternoon.,1154,1,,
5398,Experiment Group,,10,,,0.75,Daniel remembers the agents who you said that archived the document pretty efficiently.,1101,2,,
5398,Experiment Group,,16,,,0.82,Oliver interviewed the candidates who you assume designed the prototype last spring.,1162,3,,
5398,Experiment Group,,3,,,0.87,Sophia downloaded the article which we assume that the researchers published last year.,1033,4,,
5398,Experiment Group,,2,,,0.72,Mary recognizes the employees who we think that completed the report very early.,1021,5,,
5398,Experiment Group,,8001,,,0.97,Joshua hates eating sushi. ,8001,6,,
5398,Experiment Group,,9007,,,0.18,"Promise to wash, Neal did the car.",9007,7,,
5398,Experiment Group,,9001,,,0.35,John was kissed John.,9001,8,,
5398,Experiment Group,,4,,,0.63,Kate called the workers who you said that filed the complaint this week.,1041,9,,
5398,Experiment Group,,8004,,,1,Anna borrowed a book from the library yesterday afternoon.,8004,10,,
5398,Experiment Group,,7,,,0.72,Jake encounters the secretaries who we believe that scheduled the meeting this morning.,1071,11,,
5398,Experiment Group,,9006,,,0.25,What was that the movers would break feared by the family?,9006,12,,
5398,Experiment Group,,9003,,,0.17,Matthew the problem solved after thinking about it careful.,9003,13,,
5398,Experiment Group,,13,,,0.61,Laura greets the neighbors who we believe that organized the festival last weekend.,1131,14,,
5398,Experiment Group,,8005,,,1,Vivian attempted to write short stories.,8005,15,,
5398,Experiment Group,,8007,,,0.89,It seems to Carla that Robert studied for the test effectively.,8007,16,,
5398,Experiment Group,,11,,,0.77,Paul visits the technicians who we claim that processed the application earlier today.,1111,17,,
5398,Experiment Group,,9008,,,0.04,"Want to eat, James did the pie.",9008,18,,
5398,Experiment Group,,9,,,0.62,Ben respects the professors who we assume that established the system long ago.,1091,19,,
5398,Experiment Group,,9005,,,0,Who was that the principal would fire expected by the reporters?,9005,20,,
5398,Experiment Group,,8002,,,0.98,Barry likes drinking milkshakes. ,8002,21,,
5398,Experiment Group,,12,,,0.75,Derek supports the directors who you supposed that approved the proposal that evening.,1121,22,,
5398,Experiment Group,,9004,,,0.01,The visitors the paintings admires  in the museum yesterday.,9004,23,,
5398,Experiment Group,,8008,,,0.93,It seems to Dave that Gregory left deliberately. ,8008,24,,
5398,Experiment Group,,9002,,,0,The money was stolen the money.,9002,25,,
5398,Experiment Group,,8003,,,1,The manager reviewed the report before the meeting started.,8003,26,,
5398,Experiment Group,,6,,,0.75,Emily meets the colleagues who you suppose that finalized the plan right away.,1061,27,,
5398,Experiment Group,,8006,,,1,Tommy attempted to take a picture.,8006,28,,
5398,Experiment Group,,5,,,0.69,Janice edited the manuscript which we claim the teachers reviewed quite early.,1054,29,,
5398,Experiment Group,,14,,,0.63,Kevin thanked the assistants who you think that prepared the presentation yesterday.,1141,30,,
5398,Experiment Group,,1,,,0.75,Julia knows the students who you believe submitted the assignment on time.,1012,31,,
5398,Experiment Group,,8,,,0.79,Charles uninstalled the software which you think that the experts updated last month.,1083,32,,
5423,Experiment Group,,,practice_good,practice_good,0.96,,,0,0,
5423,Experiment Group,,,practice_bad,practice_bad,0.02,,,0,0,
5423,Experiment Group,,3,,,0.52,Sophia downloaded the article which we assume the researchers published last year.,1034,1,,
5423,Experiment Group,,1,,,0.32,Julia graded the assignment which you believe that the students submitted on time.,1013,2,,
5423,Experiment Group,,4,,,0.9,Kate called the workers who you said filed the complaint this week.,1042,3,,
5423,Experiment Group,,11,,,0.36,Paul visits the technicians who we claim that processed the application earlier today.,1111,4,,
5423,Experiment Group,,15,,,0.24,Natalie invites the guests who we suppose that delivered the packages this afternoon.,1151,5,,
5423,Experiment Group,,8005,,,1,Vivian attempted to write short stories.,8005,6,,
5423,Experiment Group,,8008,,,0.87,It seems to Dave that Gregory left deliberately. ,8008,7,,
5423,Experiment Group,,9002,,,0.08,The money was stolen the money.,9002,8,,
5423,Experiment Group,,5,,,0.5,Janice likes the teachers who we claim that reviewed the manuscript quite early.,1051,9,,
5423,Experiment Group,,9001,,,0.24,John was kissed John.,9001,10,,
5423,Experiment Group,,9005,,,0.28,Who was that the principal would fire expected by the reporters?,9005,11,,
5423,Experiment Group,,10,,,0.31,Daniel remembers the agents who you said that archived the document pretty efficiently.,1101,12,,
5423,Experiment Group,,9007,,,0.03,"Promise to wash, Neal did the car.",9007,13,,
5423,Experiment Group,,9006,,,0.21,What was that the movers would break feared by the family?,9006,14,,
5423,Experiment Group,,16,,,0.25,Oliver interviewed the candidates who you assume that designed the prototype last spring.,1161,15,,
5423,Experiment Group,,8003,,,1,The manager reviewed the report before the meeting started.,8003,16,,
5423,Experiment Group,,9008,,,0.25,"Want to eat, James did the pie.",9008,17,,
5423,Experiment Group,,9,,,0.13,Ben respects the professors who we assume that established the system long ago.,1091,18,,
5423,Experiment Group,,8006,,,1,Tommy attempted to take a picture.,8006,19,,
5423,Experiment Group,,9003,,,0.09,Matthew the problem solved after thinking about it careful.,9003,20,,
5423,Experiment Group,,8001,,,1,Joshua hates eating sushi. ,8001,21,,
5423,Experiment Group,,2,,,0.3,Mary recognizes the employees who we think that completed the report very early.,1021,22,,
5423,Experiment Group,,8007,,,1,It seems to Carla that Robert studied for the test effectively.,8007,23,,
5423,Experiment Group,,8004,,,0.71,Anna borrowed a book from the library yesterday afternoon.,8004,24,,
5423,Experiment Group,,9004,,,0.18,The visitors the paintings admires  in the museum yesterday.,9004,25,,
5423,Experiment Group,,14,,,0.17,Kevin thanked the assistants who you think that prepared the presentation yesterday.,1141,26,,
5423,Experiment Group,,8002,,,1,Barry likes drinking milkshakes. ,8002,27,,
5423,Experiment Group,,13,,,0.32,Laura greets the neighbors who we believe that organized the festival last weekend.,1131,28,,
5423,Experiment Group,,6,,,0.34,Emily approved the plan which you suppose that the colleagues finalized right away.,1063,29,,
5423,Experiment Group,,12,,,1,Derek drafted the proposal which you supposed the directors approved that evening.,1124,30,,
5423,Experiment Group,,8,,,0.23,Charles notices the experts who you think that updated the software last month.,1081,31,,
5423,Experiment Group,,7,,,1,Jake encounters the secretaries who we believe scheduled the meeting this morning.,1072,32,,
5413,Experiment Group,,,practice_good,practice_good,1,,,0,0,
5413,Experiment Group,,,practice_bad,practice_bad,0,,,0,0,
5413,Experiment Group,,16,,,0.85,Oliver interviewed the candidates who you assume designed the prototype last spring.,1162,1,,
5413,Experiment Group,,1,,,0.98,Julia graded the assignment which you believe the students submitted on time.,1014,2,,
5413,Experiment Group,,2,,,0.27,Mary recognizes the employees who we think that completed the report very early.,1021,3,,
5413,Experiment Group,,10,,,0.49,Daniel found the document which you said that the agents archived pretty efficiently.,1103,4,,
5413,Experiment Group,,14,,,0.35,Kevin thanked the assistants who you think that prepared the presentation yesterday.,1141,5,,
5413,Experiment Group,,9005,,,0.16,Who was that the principal would fire expected by the reporters?,9005,6,,
5413,Experiment Group,,5,,,0.11,Janice likes the teachers who we claim that reviewed the manuscript quite early.,1051,7,,
5413,Experiment Group,,8008,,,1,It seems to Dave that Gregory left deliberately. ,8008,8,,
5413,Experiment Group,,4,,,0.6,Kate called the workers who you said that filed the complaint this week.,1041,9,,
5413,Experiment Group,,9004,,,0.26,The visitors the paintings admires  in the museum yesterday.,9004,10,,
5413,Experiment Group,,9008,,,0.06,"Want to eat, James did the pie.",9008,11,,
5413,Experiment Group,,8,,,0.25,Charles notices the experts who you think that updated the software last month.,1081,12,,
5413,Experiment Group,,9002,,,0.18,The money was stolen the money.,9002,13,,
5413,Experiment Group,,9006,,,0.21,What was that the movers would break feared by the family?,9006,14,,
5413,Experiment Group,,8005,,,1,Vivian attempted to write short stories.,8005,15,,
5413,Experiment Group,,8007,,,1,It seems to Carla that Robert studied for the test effectively.,8007,16,,
5413,Experiment Group,,9001,,,0.36,John was kissed John.,9001,17,,
5413,Experiment Group,,8002,,,1,Barry likes drinking milkshakes. ,8002,18,,
5413,Experiment Group,,15,,,0.38,Natalie invites the guests who we suppose that delivered the packages this afternoon.,1151,19,,
5413,Experiment Group,,8003,,,1,The manager reviewed the report before the meeting started.,8003,20,,
5413,Experiment Group,,9,,,0.53,Ben respects the professors who we assume that established the system long ago.,1091,21,,
5413,Experiment Group,,9003,,,0.46,Matthew the problem solved after thinking about it careful.,9003,22,,
5413,Experiment Group,,8004,,,1,Anna borrowed a book from the library yesterday afternoon.,8004,23,,
5413,Experiment Group,,8006,,,1,Tommy attempted to take a picture.,8006,24,,
5413,Experiment Group,,8001,,,1,Joshua hates eating sushi. ,8001,25,,
5413,Experiment Group,,13,,,0.57,Laura greets the neighbors who we believe that organized the festival last weekend.,1131,26,,
5413,Experiment Group,,9007,,,0.34,"Promise to wash, Neal did the car.",9007,27,,
5413,Experiment Group,,6,,,0.51,Emily meets the colleagues who you suppose that finalized the plan right away.,1061,28,,
5413,Experiment Group,,11,,,0.52,Paul visits the technicians who we claim that processed the application earlier today.,1111,29,,
5413,Experiment Group,,3,,,1,Sophia downloaded the article which we assume the researchers published last year.,1034,30,,
5413,Experiment Group,,7,,,1,Jake encounters the secretaries who we believe scheduled the meeting this morning.,1072,31,,
5413,Experiment Group,,12,,,0.56,Derek drafted the proposal which you supposed that the directors approved that evening.,1123,32,,
5434,Experiment Group,,,practice_good,practice_good,0.98,,,0,0,
5434,Experiment Group,,,practice_bad,practice_bad,0.01,,,0,0,
5434,Experiment Group,,13,,,0.99,Laura attended the festival which we believe the neighbors organized last weekend.,1134,1,,
5434,Experiment Group,,15,,,0.49,Natalie invites the guests who we suppose delivered the packages this afternoon.,1152,2,,
5434,Experiment Group,,12,,,0.1,Derek supports the directors who you supposed that approved the proposal that evening.,1121,3,,
5434,Experiment Group,,11,,,0.28,Paul filed the application which we claim that the technicians processed earlier today.,1113,4,,
5434,Experiment Group,,3,,,0.42,Sophia identifies the researchers who we assume that published the article last year.,1031,5,,
5434,Experiment Group,,9008,,,0,"Want to eat, James did the pie.",9008,6,,
5434,Experiment Group,,9006,,,0.03,What was that the movers would break feared by the family?,9006,7,,
5434,Experiment Group,,8007,,,0.96,It seems to Carla that Robert studied for the test effectively.,8007,8,,
5434,Experiment Group,,1,,,0.74,Julia knows the students who you believe that submitted the assignment on time.,1011,9,,
5434,Experiment Group,,8002,,,0.99,Barry likes drinking milkshakes. ,8002,10,,
5434,Experiment Group,,9003,,,0.32,Matthew the problem solved after thinking about it careful.,9003,11,,
5434,Experiment Group,,5,,,0.35,Janice likes the teachers who we claim that reviewed the manuscript quite early.,1051,12,,
5434,Experiment Group,,9007,,,0.02,"Promise to wash, Neal did the car.",9007,13,,
5434,Experiment Group,,9004,,,0.07,The visitors the paintings admires  in the museum yesterday.,9004,14,,
5434,Experiment Group,,8001,,,0.98,Joshua hates eating sushi. ,8001,15,,
5434,Experiment Group,,9001,,,0.22,John was kissed John.,9001,16,,
5434,Experiment Group,,9005,,,0.09,Who was that the principal would fire expected by the reporters?,9005,17,,
5434,Experiment Group,,16,,,0.72,Oliver interviewed the candidates who you assume that designed the prototype last spring.,1161,18,,
5434,Experiment Group,,8006,,,0.98,Tommy attempted to take a picture.,8006,19,,
5434,Experiment Group,,4,,,0.5,Kate called the workers who you said that filed the complaint this week.,1041,20,,
5434,Experiment Group,,8003,,,0.99,The manager reviewed the report before the meeting started.,8003,21,,
5434,Experiment Group,,8004,,,0.97,Anna borrowed a book from the library yesterday afternoon.,8004,22,,
5434,Experiment Group,,8,,,0.67,Charles notices the experts who you think that updated the software last month.,1081,23,,
5434,Experiment Group,,8008,,,1,It seems to Dave that Gregory left deliberately. ,8008,24,,
5434,Experiment Group,,6,,,0.39,Emily meets the colleagues who you suppose that finalized the plan right away.,1061,25,,
5434,Experiment Group,,8005,,,0.99,Vivian attempted to write short stories.,8005,26,,
5434,Experiment Group,,9,,,0.52,Ben respects the professors who we assume that established the system long ago.,1091,27,,
5434,Experiment Group,,9002,,,0.02,The money was stolen the money.,9002,28,,
5434,Experiment Group,,2,,,0.88,Mary read the report which we think that the employees completed very early.,1023,29,,
5434,Experiment Group,,14,,,0.97,Kevin reviewed the presentation which you think the assistants prepared yesterday.,1144,30,,
5434,Experiment Group,,10,,,0.81,Daniel remembers the agents who you said that archived the document pretty efficiently.,1101,31,,
5434,Experiment Group,,7,,,0.98,Jake encounters the secretaries who we believe scheduled the meeting this morning.,1072,32,,
5424,Experiment Group,,,practice_good,practice_good,1,,,0,0,
5424,Experiment Group,,,practice_bad,practice_bad,0,,,0,0,
5424,Experiment Group,,8,,,0.33,Charles uninstalled the software which you think the experts updated last month.,1084,1,,
5424,Experiment Group,,7,,,0.08,Jake encounters the secretaries who we believe that scheduled the meeting this morning.,1071,2,,
5424,Experiment Group,,14,,,0.93,Kevin thanked the assistants who you think prepared the presentation yesterday.,1142,3,,
5424,Experiment Group,,1,,,0.82,Julia graded the assignment which you believe that the students submitted on time.,1013,4,,
5424,Experiment Group,,9003,,,0,Matthew the problem solved after thinking about it careful.,9003,5,,
5424,Experiment Group,,8001,,,1,Joshua hates eating sushi. ,8001,6,,
5424,Experiment Group,,8005,,,1,Vivian attempted to write short stories.,8005,7,,
5424,Experiment Group,,9008,,,0,"Want to eat, James did the pie.",9008,8,,
5424,Experiment Group,,15,,,0,Natalie invites the guests who we suppose that delivered the packages this afternoon.,1151,9,,
5424,Experiment Group,,9002,,,0.02,The money was stolen the money.,9002,10,,
5424,Experiment Group,,13,,,0.05,Laura greets the neighbors who we believe that organized the festival last weekend.,1131,11,,
5424,Experiment Group,,8007,,,0.98,It seems to Carla that Robert studied for the test effectively.,8007,12,,
5424,Experiment Group,,8004,,,1,Anna borrowed a book from the library yesterday afternoon.,8004,13,,
5424,Experiment Group,,8006,,,0.98,Tommy attempted to take a picture.,8006,14,,
5424,Experiment Group,,11,,,0,Paul visits the technicians who we claim that processed the application earlier today.,1111,15,,
5424,Experiment Group,,8003,,,1,The manager reviewed the report before the meeting started.,8003,16,,
5424,Experiment Group,,9007,,,0,"Promise to wash, Neal did the car.",9007,17,,
5424,Experiment Group,,5,,,0.05,Janice likes the teachers who we claim that reviewed the manuscript quite early.,1051,18,,
5424,Experiment Group,,9004,,,0.02,The visitors the paintings admires  in the museum yesterday.,9004,19,,
5424,Experiment Group,,10,,,0.48,Daniel remembers the agents who you said that archived the document pretty efficiently.,1101,20,,
5424,Experiment Group,,9006,,,0.03,What was that the movers would break feared by the family?,9006,21,,
5424,Experiment Group,,3,,,0.91,Sophia identifies the researchers who we assume that published the article last year.,1031,22,,
5424,Experiment Group,,8002,,,0.98,Barry likes drinking milkshakes. ,8002,23,,
5424,Experiment Group,,2,,,0.95,Mary recognizes the employees who we think that completed the report very early.,1021,24,,
5424,Experiment Group,,8008,,,1,It seems to Dave that Gregory left deliberately. ,8008,25,,
5424,Experiment Group,,9005,,,0.05,Who was that the principal would fire expected by the reporters?,9005,26,,
5424,Experiment Group,,9001,,,0,John was kissed John.,9001,27,,
5424,Experiment Group,,6,,,0.71,Emily meets the colleagues who you suppose that finalized the plan right away.,1061,28,,
5424,Experiment Group,,12,,,0.66,Derek supports the directors who you supposed approved the proposal that evening.,1122,29,,
5424,Experiment Group,,9,,,0.03,Ben trusts nue system which we assume the professors established long ago.,1094,30,,
5424,Experiment Group,,4,,,0.53,Kate documented the complaint which you said that the workers filed this week.,1043,31,,
5424,Experiment Group,,16,,,0.67,Oliver interviewed the candidates who you assume that designed the prototype last spring.,1161,32,,
5448,Experiment Group,,,practice_good,practice_good,0.54,,,0,0,
5448,Experiment Group,,,practice_bad,practice_bad,0.02,,,0,0,
5448,Experiment Group,,6,,,0.1,Emily meets the colleagues who you suppose finalized the plan right away.,1062,1,,
5448,Experiment Group,,15,,,0.06,Natalie received the packages which we suppose the guests delivered this afternoon.,1154,2,,
5448,Experiment Group,,13,,,0.22,Laura greets the neighbors who we believe that organized the festival last weekend.,1131,3,,
5448,Experiment Group,,7,,,0.11,Jake cancelled the meeting which we believe that the secretaries scheduled this morning.,1073,4,,
5448,Experiment Group,,4,,,0.73,Kate called the workers who you said that filed the complaint this week.,1041,5,,
5448,Experiment Group,,8004,,,0.99,Anna borrowed a book from the library yesterday afternoon.,8004,6,,
5448,Experiment Group,,8006,,,0.99,Tommy attempted to take a picture.,8006,7,,
5448,Experiment Group,,9,,,0.25,Ben respects the professors who we assume that established the system long ago.,1091,8,,
5448,Experiment Group,,9002,,,0.01,The money was stolen the money.,9002,9,,
5448,Experiment Group,,1,,,0.12,Julia knows the students who you believe that submitted the assignment on time.,1011,10,,
5448,Experiment Group,,8005,,,0.97,Vivian attempted to write short stories.,8005,11,,
5448,Experiment Group,,8002,,,0.99,Barry likes drinking milkshakes. ,8002,12,,
5448,Experiment Group,,9005,,,0.13,Who was that the principal would fire expected by the reporters?,9005,13,,
5448,Experiment Group,,9001,,,0.05,John was kissed John.,9001,14,,
5448,Experiment Group,,8007,,,0.99,It seems to Carla that Robert studied for the test effectively.,8007,15,,
5448,Experiment Group,,9004,,,0.02,The visitors the paintings admires  in the museum yesterday.,9004,16,,
5448,Experiment Group,,8008,,,0.93,It seems to Dave that Gregory left deliberately. ,8008,17,,
5448,Experiment Group,,9007,,,0.03,"Promise to wash, Neal did the car.",9007,18,,
5448,Experiment Group,,12,,,0.05,Derek supports the directors who you supposed that approved the proposal that evening.,1121,19,,
5448,Experiment Group,,9003,,,0.02,Matthew the problem solved after thinking about it careful.,9003,20,,
5448,Experiment Group,,16,,,0.1,Oliver interviewed the candidates who you assume that designed the prototype last spring.,1161,21,,
5448,Experiment Group,,8003,,,0.99,The manager reviewed the report before the meeting started.,8003,22,,
5448,Experiment Group,,9006,,,0.03,What was that the movers would break feared by the family?,9006,23,,
5448,Experiment Group,,11,,,0.02,Paul visits the technicians who we claim that processed the application earlier today.,1111,24,,
5448,Experiment Group,,8001,,,0.94,Joshua hates eating sushi. ,8001,25,,
5448,Experiment Group,,10,,,0.16,Daniel remembers the agents who you said that archived the document pretty efficiently.,1101,26,,
5448,Experiment Group,,9008,,,0.95,"Want to eat, James did the pie.",9008,27,,
5448,Experiment Group,,14,,,0.03,Kevin thanked the assistants who you think that prepared the presentation yesterday.,1141,28,,
5448,Experiment Group,,3,,,0.03,Sophia identifies the researchers who we assume that published the article last year.,1031,29,,
5448,Experiment Group,,5,,,0.11,Janice likes the teachers who we claim reviewed the manuscript quite early.,1052,30,,
5448,Experiment Group,,8,,,0.14,Charles uninstalled the software which you think that the experts updated last month.,1083,31,,
5448,Experiment Group,,2,,,0.1,Mary read the report which we think the employees completed very early. ,1024,32,,
